,level_0,index,zcr,spectral_c,rolloff,mfcc1,mfcc2,mfcc3,mfcc4,mfcc5,mfcc6,mfcc7,mfcc8,mfcc9,mfcc10,mfcc11,mfcc12,mfcc13,mfcc14,mfcc15,mfcc16,mfcc17,mfcc18,mfcc19,mfcc20,name,Emotions
3797,3797,3797,2557,1096.3032614898352,2016.7756553008178,-390.25635,154.38307,2.024947,39.736725,-22.424452,20.389307,-6.59151,7.513512,-9.73167,0.06857499,4.939935,-8.062217,4.877301,-7.8005185,3.2892907,-12.237428,0.1980477,-3.626238,-3.1310062,-0.52494156,1047_IWL_NEU_XX,neutral
3798,3798,3798,2532,1047.9227835468018,2013.1639328678098,-429.3836,157.226,7.0552287,48.098934,-20.97254,25.12355,-10.225471,10.613129,-6.481318,-1.4471859,3.3283486,-8.170408,5.7785325,-8.530259,4.4769826,-10.722707,2.4582965,-3.6211593,-2.9158697,0.5244919,1047_IWL_SAD_XX,sad
3799,3799,3799,2630,1267.1025036665133,2737.0830829326924,-385.03717,143.06175,3.070574,45.818863,-13.610593,21.26538,-14.999356,5.8148355,-8.298407,-1.4083537,1.6025932,-8.487998,2.7051134,-10.193762,7.2705297,-9.128003,-0.8189267,-3.3028803,-2.03575,-1.7477281,1047_IWW_ANG_XX,angry
3800,3800,3800,2754,1207.3702778117504,2651.687869510135,-447.9055,157.92961,2.980805,62.958122,-23.981462,37.202877,-18.431175,14.761818,-9.90233,0.870427,3.7800398,-8.510943,7.7897205,-13.745833,8.742176,-12.242613,2.3082829,-5.874127,-0.8134995,-1.1930709,1047_IWW_DIS_XX,disgust
3801,3801,3801,2415,1215.3386013749757,2640.56396484375,-415.5187,139.19055,6.104336,50.739742,-8.898482,27.465065,-11.515629,7.855512,-9.123643,-0.9359081,4.532844,-6.5145016,4.987561,-11.173211,4.646906,-10.846661,-2.0621815,-4.785723,-3.1979065,-2.018477,1047_IWW_FEA_XX,fear
3802,3802,3802,2920,1287.9249563275669,2790.6052468039775,-387.68823,139.58937,2.447849,46.668625,-13.805824,21.282103,-14.248764,5.6122537,-9.139403,0.91574,3.539575,-8.424979,2.4331434,-9.637769,6.2007384,-13.358671,-0.7222468,-2.376723,-4.8901424,-2.2527869,1047_IWW_HAP_XX,happy
3803,3803,3803,2816,1304.1287798840383,2699.78515625,-418.06744,150.40082,1.6114041,56.747635,-18.547298,30.116087,-16.818922,10.295037,-11.698584,0.20125179,4.7329273,-8.388846,5.8762684,-11.704693,8.133286,-12.265576,1.7049019,-3.5452576,-1.1537466,-0.78831506,1047_IWW_NEU_XX,neutral
3804,3804,3804,2982,1284.319493807683,2671.83526221742,-418.60788,145.43262,6.9202337,52.198784,-12.302737,26.013407,-14.454614,8.919573,-9.591102,-0.4871933,2.719764,-10.043757,6.8303714,-8.254582,7.71395,-9.369674,-0.9232817,-3.7103157,-1.70983,-1.006079,1047_IWW_SAD_XX,sad
3805,3805,3805,3302,1340.5236580094488,2706.5043131510415,-318.1565,132.86223,-0.8938358,52.203934,-25.685047,3.4403882,-8.511384,0.26858962,-14.152318,-1.7171074,-2.7868862,-8.909799,2.2533915,-9.596735,5.2320223,-9.765847,0.58277476,-4.1501594,-1.6050547,-0.38534266,1047_MTI_ANG_XX,angry
3806,3806,3806,3611,1211.7451138531324,2485.345740685096,-404.10498,141.64307,13.804265,57.014996,-20.257816,16.802307,-8.440897,7.383036,-9.626993,-2.659984,-0.6892538,-8.246086,6.321108,-9.378532,3.9778936,-9.826788,1.3473332,-5.054522,-4.117106,0.38056237,1047_MTI_DIS_XX,disgust
3807,3807,3807,2856,1178.0267131268754,2432.4093495244565,-379.28024,135.8577,18.632044,43.068672,-17.962715,10.521257,-3.653485,2.4971657,-8.9143095,0.06816106,1.0504506,-9.456139,0.6713645,-9.028655,1.2698224,-9.230516,-3.0625944,-5.1050467,-3.960054,-1.5455083,1047_MTI_FEA_XX,fear
3808,3808,3808,3771,1328.0241702702635,2748.1093988185976,-335.07657,130.54852,8.107702,45.97205,-22.70083,4.3510175,-5.70432,0.23860398,-13.1393,1.0345683,-3.043002,-7.421027,5.1657453,-11.410985,1.1236005,-11.491283,-0.9770101,-3.419222,-3.6248114,-2.2906425,1047_MTI_HAP_XX,happy
3809,3809,3809,3021,1182.1999544922617,2408.816448709239,-405.739,142.07568,11.1289215,56.750595,-16.986406,18.356237,-10.294985,5.0023823,-11.32986,-3.4184098,1.7217047,-5.546674,6.969235,-7.888615,3.020593,-12.133328,0.953251,-4.773196,-3.4884427,-1.0604666,1047_MTI_NEU_XX,neutral
3810,3810,3810,3457,1221.3078634308717,2478.0006408691406,-382.61047,138.75735,4.225065,54.239098,-16.855175,15.917397,-7.755635,3.4868553,-11.45565,-1.8143547,0.87744,-7.6530886,4.48651,-8.318016,4.0928283,-11.099134,-0.8255129,-5.8611326,-3.1227932,-0.32956672,1047_MTI_SAD_XX,sad
3811,3811,3811,4288,1485.9264769798276,2997.7963654891305,-342.25607,122.97693,9.469528,51.836216,-27.320366,0.8074615,-7.8276734,6.809454,-6.1491446,2.2424083,-2.227344,-8.942805,5.3948283,-6.841164,3.524691,-9.397293,0.12789339,-8.853619,-5.561042,-0.5876628,1047_TAI_ANG_XX,angry
3812,3812,3812,3072,1259.7168989216684,2704.276677911932,-420.24725,144.86095,14.13833,60.656124,-20.451008,15.832907,-16.641394,8.601582,-5.3984227,-0.023532946,2.199716,-7.436479,8.509348,-8.413994,6.4468207,-8.292717,-0.49605665,-7.334375,-4.9415274,-0.86984015,1047_TAI_DIS_XX,disgust
3813,3813,3813,2741,1260.8342936657075,2648.1575843131186,-401.00076,139.30113,15.985141,56.02545,-19.350811,18.796656,-14.369584,8.596203,-8.299069,-3.2558913,-1.5677767,-8.915093,8.774454,-9.3497,4.6854506,-8.258158,1.0107576,-7.805483,-5.9641657,-1.253558,1047_TAI_FEA_XX,fear
3814,3814,3814,2607,1447.5642731224264,3124.1321910511365,-335.20978,133.90208,-5.933469,52.10492,-33.62257,11.1239605,-11.894573,8.061403,-7.937986,1.7009773,-4.2388105,-9.036497,9.550631,-12.340954,1.1882912,-14.023725,0.030599333,-7.821391,-3.5880587,1.7180992,1047_TAI_HAP_XX,happy
3815,3815,3815,3252,1293.0683213457953,2645.9650812922296,-405.4198,139.35826,13.716244,58.088722,-20.889221,16.74379,-14.383191,9.001245,-5.521669,-1.659062,2.4718301,-5.7310796,6.7424536,-9.462933,5.4224625,-9.960341,-1.3880756,-6.440273,-3.141785,-0.12300024,1047_TAI_NEU_XX,neutral
3816,3816,3816,2329,1123.7222780308214,2423.408203125,-448.1972,150.66843,13.2388,65.63771,-18.687809,29.172907,-16.538363,13.797416,-6.8274474,0.12484671,4.4623194,-6.0041213,9.610156,-10.891297,5.5838356,-12.209211,1.5633093,-6.380608,-3.1615908,0.3864733,1047_TAI_SAD_XX,sad
3817,3817,3817,4628,1567.842724105837,3034.0094315378287,-296.7725,120.42104,-20.93929,47.009132,-13.139629,13.059094,-15.601653,12.80507,-6.8119044,-6.2924137,-0.6319301,-7.458112,3.1346219,-13.894458,-1.359109,-15.680881,0.03291139,-2.268218,-0.5311226,6.517137,1047_TIE_ANG_XX,angry
3818,3818,3818,4751,1368.365431208887,2933.203125,-387.31732,136.72746,-3.5163603,57.722404,-12.997236,19.07392,-12.931247,13.680554,-6.9613986,-2.6699502,3.25848,-8.551371,7.02601,-9.712276,3.409682,-9.818117,1.8712357,-3.3410308,-2.81474,2.208082,1047_TIE_DIS_XX,disgust
3819,3819,3819,2495,1274.1546356949104,2680.8837890625,-364.18213,117.8354,7.706077,40.495373,-0.9604044,11.959236,-9.831636,7.6743193,-5.8030453,-1.9617995,-0.2552697,-9.554651,-0.9435801,-9.78153,-1.3685688,-9.704068,6.840873,7.034035,3.5548012,4.682707,1047_TIE_FEA_XX,fear
3820,3820,3820,4425,1573.7034148861915,3154.5198139391446,-281.21826,109.45001,-16.432714,35.24279,-10.8075485,8.040539,-12.692708,9.475873,-7.0082617,-4.617189,-2.6100614,-8.62695,2.7360578,-10.310073,-2.1664064,-10.783813,4.4642677,1.013436,1.456121,4.593117,1047_TIE_HAP_XX,happy
3821,3821,3821,2652,1145.899677281683,2460.787774820243,-427.2183,146.8198,6.922991,55.93113,-10.533649,25.055885,-19.31939,10.247918,-3.6199217,-0.6025752,4.0850554,-8.480498,6.071846,-8.87751,4.1129084,-10.366307,4.334033,-1.6298544,-3.5028794,0.68293554,1047_TIE_NEU_XX,neutral
3822,3822,3822,2779,1107.3499337322737,2391.3724163385828,-443.00027,151.66304,10.7719145,57.796055,-13.4691515,28.611046,-18.194216,11.581098,-5.1490293,-0.19293116,4.9086647,-8.030548,5.8514724,-10.302628,4.6906624,-12.449179,3.3298433,-1.0699297,-2.4810014,0.1699017,1047_TIE_SAD_XX,sad
3823,3823,3823,6791,2048.049719882114,3993.756658380682,-307.47556,107.65757,-16.754923,50.304665,-15.359721,16.280027,-24.478611,11.577836,-11.277942,-2.2018952,1.6851832,-9.746277,7.8910627,-12.546039,4.6094937,-9.406726,4.2364225,-4.8503366,-3.8271608,2.846129,1047_TSI_ANG_XX,angry
3824,3824,3824,7330,1854.0991711459046,3803.302001953125,-374.66092,117.75582,3.8499522,57.083424,-9.193833,21.917486,-22.117544,8.359956,-11.270233,-0.41704792,2.97446,-9.06073,9.171244,-9.543796,8.101618,-10.254356,0.65538293,-3.970907,-5.1398993,0.88520277,1047_TSI_DIS_XX,disgust
3825,3825,3825,4923,1929.2524539386359,3912.1792602539062,-327.60675,112.995445,-8.635307,53.56183,-16.677866,19.23394,-25.144032,9.238608,-15.755747,-3.5825386,0.39142144,-10.107962,9.096232,-10.427606,8.210333,-10.235675,3.5964265,-2.3980258,0.04236736,4.325627,1047_TSI_FEA_XX,fear
3826,3826,3826,5938,1902.17775329697,3736.0107421875,-348.68076,118.007126,-6.1420045,58.76101,-11.689437,22.191465,-25.595758,7.8296776,-12.072363,-0.0528354,0.86050797,-8.0606165,9.192284,-10.235783,8.881813,-12.787854,1.820036,-4.518059,-4.795852,2.0234077,1047_TSI_HAP_XX,happy
3827,3827,3827,4189,1563.446454347549,3339.2331414473683,-412.8028,134.23317,6.4290013,67.27222,-12.634803,29.375288,-24.588762,9.100911,-12.808664,-1.2110893,3.2358048,-8.148969,8.893496,-10.270275,9.382404,-12.3062525,4.2687755,-3.5387988,-4.2993546,0.07621493,1047_TSI_NEU_XX,neutral
3828,3828,3828,3295,1515.7862510689922,3315.472412109375,-437.34018,137.07526,11.294234,66.520355,-12.566423,33.72862,-24.052797,12.93259,-10.135916,0.19894318,4.8281736,-9.904063,9.584058,-11.250618,8.356088,-10.753611,2.4067705,-3.8879964,-1.9338309,0.17547514,1047_TSI_SAD_XX,sad
3829,3829,3829,6546,1814.5834781815067,3461.8401778371713,-310.1745,121.83954,-11.97411,47.30562,-27.111053,15.514438,-11.379126,8.144895,-9.97898,0.8922066,1.596403,-8.667712,5.5683417,-10.903199,1.5194081,-12.845872,1.4135648,-9.729565,-4.166515,2.2506683,1047_WSI_ANG_XX,angry
3830,3830,3830,6300,1525.6939461781606,3031.0358384076285,-411.37436,145.44081,-1.3738352,58.96461,-23.5002,30.66495,-17.943733,14.200077,-10.914689,0.588903,6.0853415,-7.2315154,8.431881,-11.669918,6.0041595,-14.054425,2.6190221,-6.168667,-2.6596227,0.5514632,1047_WSI_DIS_XX,disgust
3831,3831,3831,3631,1395.2667063606652,2841.198486328125,-418.0276,144.8924,8.306474,57.92259,-21.291418,31.336641,-14.917656,12.18448,-12.000737,-1.2282008,5.156455,-8.627059,7.7292876,-11.158213,5.6707745,-12.046839,1.8261589,-5.4813185,-1.6880579,0.3943451,1047_WSI_FEA_XX,fear
3832,3832,3832,5137,1751.1652690493859,3529.9072265625,-344.03876,130.26546,-14.714256,53.813896,-24.51595,22.351711,-15.3408375,10.108907,-12.31886,2.942156,0.30967894,-9.707975,7.6650653,-14.429872,5.7037582,-11.513566,5.019968,-3.7536142,-0.5177857,2.7818317,1047_WSI_HAP_XX,happy
3833,3833,3833,3572,1452.0533712969993,3031.0274164727393,-391.26956,139.33202,5.143673,50.406727,-18.250488,23.175766,-13.443387,7.227017,-10.904607,1.7907768,4.803971,-9.883936,4.593583,-9.57128,4.1245413,-12.556668,2.2753334,-4.7762966,-5.089108,-0.37521142,1047_WSI_NEU_XX,neutral
3834,3834,3834,2911,1355.4830830790354,2965.6005859375,-419.79297,139.65665,9.273765,53.874355,-16.156956,28.567543,-11.490745,9.735517,-10.7886715,0.113401756,5.765482,-9.542751,5.389879,-8.828906,4.609207,-10.9705305,2.1142306,-6.0673447,-3.4966407,0.7894086,1047_WSI_SAD_XX,sad
3835,3835,3835,4404,1559.8608868102351,3272.747802734375,-315.03055,111.640656,-0.0021681609,46.052372,-8.671398,0.8326814,-10.55744,-5.927868,-10.508819,0.81909037,-1.6621034,-4.789503,9.693043,-5.254511,2.379504,-4.9342036,-6.488328,-9.356859,-5.8172283,-2.7397757,1048_DFA_ANG_XX,angry
3836,3836,3836,3474,1432.2687141361569,3185.6717623197114,-399.87778,128.78688,4.2997203,60.015285,-9.427073,19.230143,-16.363333,4.921501,-8.033569,-2.0519795,0.6000642,-7.6822085,9.299822,-8.842544,6.5146685,-7.9193354,-1.7346396,-3.621796,-2.8393033,0.28933844,1048_DFA_DIS_XX,disgust
3837,3837,3837,2459,1263.0731312501828,3003.77523592203,-416.97147,125.838,15.159712,56.924637,-7.938323,20.29865,-10.257983,-1.004441,-8.423307,0.5746832,0.638048,-6.8001275,9.031968,-8.507022,4.3685145,-7.3452187,-4.208732,-4.7313814,-4.7841444,-3.2855232,1048_DFA_FEA_XX,fear
3838,3838,3838,2357,1268.0187125818052,2924.163169049202,-363.22195,113.865456,19.594053,37.391518,-0.78006816,3.6105452,-3.890389,-2.4055624,-6.29377,0.1402604,-2.9271753,-6.5793257,6.1406574,-2.6178203,2.3931131,-1.6906393,-5.327986,-5.186305,-3.030407,-3.5865877,1048_DFA_HAP_XX,happy
3839,3839,3839,2623,1255.6741261266616,2982.4573863636365,-412.45987,130.26186,13.360433,52.09675,-3.5163047,18.1737,-13.011737,0.7173698,-7.4722586,-1.0727148,0.9014293,-7.7441006,7.203436,-7.6789536,4.7727866,-4.594883,-3.7186332,-4.4246984,-2.453066,-2.1382697,1048_DFA_NEU_XX,neutral
3840,3840,3840,2504,1271.4295303361298,2979.5399541440215,-406.25153,130.06593,12.535539,50.378567,-2.5836952,15.685487,-11.700961,0.44454625,-7.480397,-0.60158587,1.2066453,-6.1084013,7.6026726,-7.8073354,4.6888475,-4.130353,-4.592161,-6.6968203,-3.9381535,-0.8503254,1048_DFA_SAD_XX,sad
3841,3841,3841,3781,1556.1348996922723,3384.017491104579,-273.0183,94.66899,-6.725435,32.044735,-16.553772,7.183027,-4.772892,-1.6041678,-13.152528,-3.0306103,2.3732507,-6.4785566,4.3148956,-7.920028,-5.5495496,-6.698914,-2.286331,-8.996073,-0.33971688,6.51036,1048_IEO_ANG_HI,angry
3842,3842,3842,3128,1442.1926600634324,3358.82860266644,-338.21402,104.322655,22.085737,30.255281,-8.777827,7.060167,-2.782521,-4.4455357,-7.6610003,-2.489265,3.5367222,0.08100703,5.696474,-6.5024233,-4.7444215,-0.123202465,-2.7786176,-7.787365,-1.5626158,-3.0229316,1048_IEO_ANG_LO,angry
3843,3843,3843,3689,1477.1966924147432,3423.973289695946,-328.60608,94.059685,19.308392,33.170162,-10.941572,9.629705,-1.9582942,0.75757587,-8.059809,-2.5406291,2.1374981,-2.0446978,4.370178,-5.3696647,-3.4568698,-3.5029452,-0.9844848,-8.683776,-2.3778403,-4.1746874,1048_IEO_ANG_MD,angry
3844,3844,3844,3193,1317.8914141767216,2935.1010220722087,-373.21573,123.38651,13.536458,37.9536,-9.293473,15.4206505,-6.070896,-1.0402639,-8.2723675,-3.0821316,2.8337944,-2.8632963,7.8655643,-6.203965,1.4099352,-1.1239809,-1.9647822,-7.5725846,-3.9391494,-3.1777623,1048_IEO_DIS_HI,disgust
3845,3845,3845,2302,1274.9787219078082,2854.302978515625,-417.86166,130.89351,20.335814,39.68961,-9.354267,19.039469,-3.9497533,5.4398255,-4.135063,-2.048521,3.5431583,-1.0069952,6.985508,-8.253553,2.0485084,-3.480609,-3.1852672,-7.984184,-2.7054534,-1.8762423,1048_IEO_DIS_LO,disgust
3846,3846,3846,3440,1306.6704974796785,3040.1661309670276,-399.51483,121.75714,22.689844,38.03619,-7.441067,20.683403,-7.8647604,2.4669702,-6.32085,-3.4664235,2.9975631,-2.6362143,6.2148104,-7.2699895,3.0611048,-4.248213,-2.4820886,-5.4457936,-3.4461017,-1.3237907,1048_IEO_DIS_MD,disgust
3847,3847,3847,4974,1765.1547077331256,3725.0244140625,-262.0476,87.40897,-7.545231,27.486671,-14.699726,8.012999,-6.545014,-4.9933977,-11.15101,-0.6952338,5.4296503,-6.5454736,3.0193799,-5.0371127,-0.37800774,-2.8365295,-5.221736,-10.438388,-5.4898396,-1.8101008,1048_IEO_FEA_HI,fear
3848,3848,3848,3395,1459.9063528368183,3382.96875,-391.78552,127.26936,6.3794374,51.050377,-17.152325,28.920387,-10.443721,10.68594,-8.3414135,-3.7852752,4.8723965,-5.6664834,7.933893,-10.691352,4.2075334,-7.3880434,-1.4847159,-7.8366942,-3.1190531,-0.4240464,1048_IEO_FEA_LO,fear
3849,3849,3849,3456,1534.4791275955486,3366.633488581731,-318.64136,99.14212,12.876745,29.936977,-11.113571,12.300086,-6.4252977,-2.9493864,-10.480918,-1.0648772,4.6786275,-4.117379,2.0548382,-5.0309443,1.1495965,-3.6148577,-2.9744182,-11.110484,-6.720499,-5.590094,1048_IEO_FEA_MD,fear
3850,3850,3850,3209,1400.0738295304068,3049.9060997596152,-353.42523,126.75779,5.076914,41.979275,-9.353196,12.194491,-8.1807785,-0.7510081,-9.880088,-3.1897228,2.173199,-4.812148,7.9663434,-6.887976,3.2697036,-1.3068044,-3.7118533,-8.727826,-6.444652,-2.5980005,1048_IEO_HAP_HI,happy
3851,3851,3851,2533,1308.56905389878,2915.7914595170455,-406.9552,129.04437,18.800997,43.340454,-4.9343076,16.398684,-9.302258,2.8447165,-6.3964677,-5.424393,4.866424,-1.2288148,5.5473666,-8.723575,1.8853072,-1.6516932,-1.7245927,-5.959929,-4.371762,-3.2812347,1048_IEO_HAP_LO,happy
3852,3852,3852,2947,1207.401775440489,2788.081691576087,-440.30344,128.58118,25.47568,44.072582,-3.7850897,22.310452,-7.5088367,5.0324397,-5.1425686,-3.7465398,3.6020417,-3.349914,4.480852,-8.473237,1.8537767,-5.3754354,-0.8199791,-4.8086877,-4.558442,-1.9929546,1048_IEO_HAP_MD,happy
3853,3853,3853,2294,1220.8549410848998,2737.2738647460938,-423.01807,134.89777,19.444117,43.662735,-8.180041,20.012367,-9.16821,2.4514778,-7.6705155,-5.982251,4.566785,-1.7985566,6.9847245,-6.7531815,2.9639041,-3.0794606,-1.0284061,-5.276541,-3.7865639,-2.5696838,1048_IEO_NEU_XX,neutral
3854,3854,3854,2585,1243.0694618628315,2981.0405410338785,-458.02133,141.97578,10.124543,61.743904,-15.386875,34.336384,-12.813156,9.735691,-7.6382356,-2.3611634,5.2629423,-5.0738807,7.3891044,-12.387206,5.610058,-8.005176,1.4928147,-6.751945,-3.192514,-0.36367202,1048_IEO_SAD_HI,sad
3855,3855,3855,2973,1282.9012898539886,3003.0843098958335,-428.1242,124.66241,24.776186,44.223763,-2.1132536,22.927303,-6.5272784,2.3131433,-5.2043786,-2.2754636,4.0822887,-2.967068,5.9247284,-8.103384,0.27611434,-3.8981674,-0.76675963,-5.7099037,-4.32358,-1.8964491,1048_IEO_SAD_LO,sad
3856,3856,3856,2626,1191.239727239121,2797.199894831731,-455.92838,136.50652,21.935057,54.842384,-11.811091,30.153133,-10.274603,5.7741365,-7.120021,-2.9278097,5.9839735,-2.7007437,5.7739472,-9.778481,4.069537,-6.547232,1.673915,-6.1266828,-3.2506058,-2.1717706,1048_IEO_SAD_MD,sad
3857,3857,3857,3175,1445.0096832398053,3224.880499588816,-291.7927,123.517746,-14.976924,43.722805,-19.32551,3.0911448,-3.3069174,-8.638921,-10.6609535,-2.8498886,1.8507733,-4.7085605,9.874939,-8.677397,-5.7865515,2.6317408,-6.2603865,-12.575094,-2.686024,-5.250688,1048_IOM_ANG_XX,angry
3858,3858,3858,2861,1201.3235170546368,2796.1997584292762,-367.5444,133.51846,4.7655025,45.407204,-8.590492,15.27559,-5.9480734,-4.3727922,-7.728723,-1.3871996,1.3571261,-4.3984647,6.529816,-12.740062,-1.4821153,0.8809489,-4.217053,-10.012004,-3.1899896,-0.8591958,1048_IOM_DIS_XX,disgust
3859,3859,3859,2755,1100.6117007969674,2598.9604749177633,-417.7228,134.1123,17.575993,46.963867,0.06528215,21.371256,-10.247223,-1.0815083,-4.1864223,-0.9616949,2.7852795,-4.484271,4.191319,-10.447174,2.2642863,-3.0254993,-3.3544376,-6.560386,-4.599947,0.23993912,1048_IOM_FEA_XX,fear
3860,3860,3860,2200,1141.160816421734,2647.4137015964675,-373.84433,130.54019,13.7945385,36.02579,-5.9700046,8.396438,-3.9589386,-3.733902,-8.443179,-4.1506286,0.5942859,-3.3743012,7.159671,-6.7835784,-2.4145052,1.9616406,-2.6323104,-9.714117,-4.320896,-0.8077607,1048_IOM_HAP_XX,happy
3861,3861,3861,2631,1152.1386177038544,2588.081400373341,-412.932,144.65637,5.302052,53.347786,-7.259249,20.126465,-12.575708,3.8413436,-6.242518,-3.934492,4.0932856,-3.2095094,5.4391646,-11.732317,3.244789,-4.9679594,-2.9696486,-7.5432305,-3.3898675,-0.5621329,1048_IOM_NEU_XX,neutral
3862,3862,3862,1676,984.7108391863353,2150.628662109375,-428.84137,151.03683,17.421724,44.095417,-6.3417263,22.210112,-11.06819,3.4089382,-5.601549,-4.8797364,1.9940827,-2.825103,6.25799,-11.174287,3.0436282,-2.1583498,-1.8088673,-8.856056,-6.307119,-1.2613429,1048_IOM_SAD_XX,sad
3863,3863,3863,4548,1532.2116698391205,3243.327495480372,-283.48215,115.49416,-8.113872,37.45319,-16.059072,6.9539742,-10.366257,-9.459247,-11.425729,-1.7070985,0.7505693,-5.3523483,7.030414,-6.987992,-0.37471387,-3.2582452,-7.187479,-13.238387,-4.4852176,-5.6722817,1048_ITH_ANG_XX,angry
3864,3864,3864,4130,1359.7358605793706,2976.04248046875,-371.49384,130.91922,8.520448,43.27269,-11.609733,17.930117,-14.194461,-4.838425,-8.667696,-0.4908563,2.64513,-4.094485,7.287199,-8.5423355,4.551638,-6.1598415,-4.4633107,-6.2925005,-3.117844,-1.4189293,1048_ITH_DIS_XX,disgust
3865,3865,3865,2685,1222.57215817099,2662.1136960730087,-351.53888,128.53856,4.294547,38.493095,-6.1038,14.808226,-9.628515,-10.331855,-10.586683,0.30582148,-1.8847873,-7.5812182,8.022953,-8.450355,0.30869684,-2.1588933,-7.5711594,-10.138153,-3.4431481,-5.2325993,1048_ITH_FEA_XX,fear
3866,3866,3866,3178,1216.4008065250473,2858.1628697519086,-413.12595,138.337,8.812017,51.734673,-10.291193,21.390299,-13.270628,2.0667624,-6.680613,-1.1554341,1.9733706,-5.101264,6.854703,-10.664495,3.8562775,-8.190147,-4.463444,-6.4902864,-2.3544245,-0.72204834,1048_ITH_HAP_XX,happy
3867,3867,3867,2575,1213.3665932563592,2636.71875,-374.01797,147.7652,-4.2464767,45.2289,-12.666203,17.484634,-16.152733,-1.2957746,-8.668607,1.2998459,5.9412074,-5.4339094,7.9998207,-9.924576,3.32553,-5.2000117,-4.7725587,-9.539313,-2.5372427,-1.4837092,1048_ITH_NEU_XX,neutral
3868,3868,3868,2565,1173.3591481845046,2723.1290138373943,-428.894,144.94824,6.5406637,56.26437,-12.570268,26.583426,-13.153016,3.112832,-8.57129,3.2081232,4.8801684,-5.4984627,9.552959,-10.7845,5.40307,-8.412662,-1.7564331,-7.936998,-3.843469,0.20891243,1048_ITH_SAD_XX,sad
3869,3869,3869,5612,1762.8506119511665,3515.0390625,-312.68784,106.1645,12.944371,43.574753,-16.875423,6.797533,-13.387147,-2.786975,-8.433319,-3.420693,1.1337812,-6.2156925,6.195234,-4.7134805,-0.20962569,-5.611643,-5.600795,-10.431144,-4.1420336,-3.4837954,1048_ITS_ANG_XX,angry
3870,3870,3870,5081,1370.2636925691936,3135.7377485795455,-427.82822,130.50145,17.792639,58.15648,-11.574931,24.96705,-13.783919,5.6208014,-5.3404717,-0.2847323,3.5735164,-5.1655846,7.31849,-9.194426,6.5516415,-6.237267,-0.99910367,-6.8231883,-2.4996707,-0.06830017,1048_ITS_DIS_XX,disgust
3871,3871,3871,3590,1404.607635243609,3243.97705078125,-434.97604,135.10115,11.34505,66.14517,-18.836775,30.14006,-17.51026,7.9101577,-7.861069,-0.53972185,2.0947833,-7.398206,8.827081,-11.688305,7.7430825,-8.823407,-0.18585566,-6.7001467,-2.2192755,-1.2857723,1048_ITS_FEA_XX,fear
3872,3872,3872,3315,1499.1948468297232,3278.43017578125,-350.0001,116.81947,20.16705,39.639545,-11.422427,10.187827,-12.909458,-2.4510832,-7.647983,-3.808175,-2.2870202,-6.6242275,8.186975,-5.561449,1.8070363,-3.3921804,-5.5587387,-9.358004,-4.1082244,-2.4557023,1048_ITS_HAP_XX,happy
3873,3873,3873,3873,1473.3800739601443,3348.2040257129856,-400.56003,124.34556,17.955578,54.958,-10.3702345,20.113157,-15.380288,1.7680916,-6.4949226,-2.2424366,1.1906255,-5.9099984,8.852359,-8.462985,4.317597,-3.68412,-2.8079762,-8.111902,-1.533109,-0.537425,1048_ITS_NEU_XX,neutral
3874,3874,3874,3811,1452.8442587612747,3181.802645596591,-432.5881,133.04524,15.451677,60.731304,-15.628583,29.000462,-17.489538,4.8511505,-8.012168,-1.0879042,3.0376408,-7.657811,7.577925,-8.824312,8.205753,-7.580697,-2.1491792,-8.644279,-1.932088,-0.45820397,1048_ITS_SAD_XX,sad
3875,3875,3875,3569,1492.2469265931386,3195.442063737624,-246.10664,118.078804,-20.028177,30.904398,-31.456047,3.8409314,-4.2090383,-9.876376,-13.400875,-2.6697624,0.88677245,-6.633749,8.747432,-9.568359,-6.53115,-2.4645047,-10.336874,-15.11284,2.3766437,1.1966916,1048_IWL_ANG_XX,angry
3876,3876,3876,3572,1201.8235101751206,2663.0398410183566,-350.24496,133.38658,5.098521,35.275715,-15.144775,9.037692,-2.6574512,-2.5017028,-8.978251,-3.9494133,2.284759,-2.375988,8.458801,-6.289595,-0.4609089,-2.9830575,-5.62769,-6.920531,-2.0766397,-1.492244,1048_IWL_DIS_XX,disgust
3877,3877,3877,1922,1121.5380833689978,2593.4717763768563,-436.4452,142.96129,9.899302,54.883106,-16.666239,26.238384,-7.928685,6.0656157,-8.514865,-2.535888,4.2768965,-4.1067915,8.611221,-11.2302685,4.235212,-7.6109943,-2.1861348,-7.2316337,-5.569307,0.37090483,1048_IWL_FEA_XX,fear
3878,3878,3878,2694,1228.762525093765,2708.66162109375,-344.7917,132.67065,7.8045983,28.091345,-16.415926,5.6207347,0.47507736,-2.896356,-10.801531,0.57682914,0.15191041,-5.709824,10.832972,-4.32757,-2.5079083,-2.2819958,-5.606696,-8.828294,-0.6484364,-1.320294,1048_IWL_HAP_XX,happy
3879,3879,3879,2478,1076.115565330382,2340.838623046875,-390.78302,142.22607,17.420687,31.848623,-8.755248,12.890301,-2.9439127,0.60885835,-7.313385,-5.674777,0.6087493,-3.2003696,7.507107,-5.064667,0.9921902,-2.8151133,-5.1570463,-6.653225,-3.8549485,0.1488371,1048_IWL_NEU_XX,neutral
